Temperature,Humidity,WindSpeed,Pressure,Visibility
20.0,0.43,23.4255,1008.76,9.982
17.8,0.5,20.0445,1008.36,11.2056
16.06111111,0.53,21.3969,1008.11,9.982
15.02222222,0.55,21.3808,1008.15,9.982
14.42222222,0.58,20.0123,1007.85,15.8263
14.25555556,0.59,16.5025,1007.89,14.9569
13.77222222,0.6,17.0982,1007.36,15.8263
13.28333333,0.63,14.3612,1007.26,15.8263
8.633333333,0.87,22.0409,1005.1,6.6976
11.25,0.83,11.3344,1007.01,15.8263
11.18333333,0.89,11.2056,1006.73,9.9015
10.69444444,0.95,10.4006,1006.59,6.6976
11.11111111,0.93,12.0106,1006.34,5.9731
11.11111111,0.93,9.2092,1006.09,10.8031
12.16666667,0.82,9.9015,1005.97,10.6743
12.75555556,0.79,13.8299,1005.63,10.8192
13.83888889,0.84,9.0965,1005.83,10.8192
16.18333333,0.73,0.644,1005.97,10.7548
17.51666667,0.67,0.6762,1005.64,10.8997
17.38333333,0.67,3.864,1005.2,10.8514
17.36111111,0.71,7.8246,1005.1,11.0768
17.20555556,0.74,15.5848,1004.65,10.8514
15.63333333,0.81,23.6992,1004.04,10.8836
13.57777778,0.9,20.9622,1004.08,7.6153
10.91111111,0.86,22.3951,1004.61,2.6565
8.8,0.99,26.5006,1004.99,2.6565
8.961111111,0.93,23.2162,1004.85,3.8157
8.2,0.96,25.4219,1004.96,4.4919
7.766666667,0.96,19.2878,1005.05,5.6833
8.2,0.96,20.447,1004.8,3.1073
7.311111111,0.82,6.7459,1007.0,14.0553
7.644444444,0.93,14.9086,1004.3,6.118
6.622222222,0.93,25.0355,1003.68,6.118
6.683333333,0.93,19.8352,1003.86,6.1663
7.205555556,0.86,26.5328,1004.18,11.27
11.06666667,0.71,25.6956,1003.93,11.27
10.11666667,0.76,25.3414,1004.0,11.27
11.03888889,0.66,21.413,1004.3,9.982
10.65,0.7,17.8549,1004.0,14.9086
10.05,0.7,15.1984,1004.39,9.982
9.9,0.66,15.7297,1005.48,11.0285
8.794444444,0.71,12.3648,1005.89,9.982
7.827777778,0.72,13.8943,1006.37,15.8263
7.855555556,0.72,9.8049,1006.56,15.0052
7.316666667,0.75,6.6654,1007.07,15.8746
7.244444444,0.75,7.1162,1007.37,15.8746
5.438888889,0.88,3.7191,1012.23,9.982
7.2,0.76,14.4739,1007.28,15.8263
6.688888889,0.7,20.5275,1007.18,15.8263
6.211111111,0.73,19.3039,1007.39,14.9569
6.111111111,0.76,17.4363,1007.67,9.982
6.111111111,0.76,20.4148,1007.98,9.982
6.172222222,0.76,17.0499,1008.57,9.982
7.222222222,0.71,20.5114,1008.87,9.982
7.288888889,0.73,17.6456,1009.44,9.982
7.405555556,0.72,14.4095,1010.03,9.982
7.961111111,0.7,10.7548,1010.22,10.0464
8.033333333,0.7,4.8622,1010.39,10.0464
9.077777778,0.65,2.3828,1010.24,10.0303
9.05,0.62,0.322,1010.0,9.982
9.05,0.65,3.2522,1009.98,11.2056
9.183333333,0.65,3.0107,1010.05,11.0285
9.072222222,0.7,10.465,1010.1,9.982
7.983333333,0.75,7.3416,1010.39,9.982
8.072222222,0.75,9.5151,1010.91,9.982
7.894444444,0.82,9.9981,1011.32,9.982
7.311111111,0.83,13.685,1011.61,11.9784
7.338888889,0.84,11.5437,1011.97,14.168
6.622222222,0.85,12.719,1012.22,14.9086
6.066666667,0.88,12.8961,1012.74,14.9086
8.338888889,0.88,0.6923,1015.35,15.0052
5.183333333,0.91,5.5384,1013.29,9.982
3.722222222,0.94,5.2003,1013.39,9.982
4.855555556,0.93,5.6189,1013.45,5.9248
5.211111111,0.92,4.7656,1013.4,1.2236
6.255555556,0.92,7.9212,1013.81,7.2128
7.794444444,0.87,9.7566,1014.7,10.6743
10.05,0.76,9.6922,1014.67,11.2056
12.2,0.66,14.49,1014.66,9.982
12.7,0.63,20.3343,1014.8,11.0285
13.93333333,0.58,23.5865,1014.47,11.27
15.09444444,0.59,22.2985,1014.16,11.27
15.15,0.5,14.7154,1014.07,11.4471
16.17777778,0.44,14.49,1013.34,11.27
16.25,0.55,14.7154,1012.72,11.27
16.29444444,0.5,19.5937,1012.38,11.4471
16.1,0.56,14.8281,1012.38,11.1251
12.95555556,0.68,11.9784,1012.72,11.27
13.85,0.64,11.5598,1013.42,11.4471
12.77777778,0.69,14.2485,1014.41,10.0464
12.15,0.72,11.2539,1014.89,15.8746
10.67777778,0.81,5.7799,1014.91,15.0052
10.44444444,0.83,2.6404,1014.75,15.8746
9.822222222,0.8,5.313,1015.55,15.8746
11.02777778,0.74,11.3827,1015.7,14.9569
7.138888889,0.93,3.6547,1016.43,14.9086
7.622222222,0.89,10.8675,1016.56,14.9086
7.627777778,0.86,6.5205,1017.15,13.3791
7.044444444,0.86,11.3988,1017.37,9.982
8.6,0.84,9.66,1018.25,9.982
9.65,0.84,15.9551,1019.24,9.982
12.10555556,0.72,13.1698,1019.83,9.982
12.77777778,0.71,13.1698,1020.51,11.2056
13.81111111,0.65,9.6761,1020.91,11.4471
16.01666667,0.48,11.2378,1020.6,11.27
17.12777778,0.47,12.7029,1020.39,11.27
17.14444444,0.43,10.6099,1020.34,11.4471
17.77777778,0.4,7.9534,1019.7,11.2056
17.77777778,0.37,2.5921,1018.89,11.2056
17.80555556,0.43,11.0124,1018.48,10.3523
16.15555556,0.52,9.1931,1017.87,9.982
14.05,0.63,9.1609,1017.56,9.982
13.08888889,0.67,9.2736,1017.38,9.982
12.28888889,0.72,9.4507,1017.58,9.982
12.77777778,0.66,11.0768,1017.65,15.8263
12.72777778,0.67,13.3791,1017.36,14.9569
12.26666667,0.69,14.1358,1016.8,15.8263
11.71111111,0.71,11.3183,1016.64,15.8263
10.82777778,0.86,9.177,1013.13,14.168
12.2,0.59,14.168,1014.79,15.8263
12.2,0.6,14.2968,1014.25,15.8263
11.68888889,0.68,13.8299,1013.95,14.9569
11.20555556,0.77,14.007,1013.63,9.982
11.13333333,0.77,15.4882,1013.27,9.982
11.43888889,0.77,13.8782,1013.56,10.3523
13.03333333,0.81,14.4578,1012.85,9.982
17.24444444,0.62,25.0194,1012.15,11.27
17.84444444,0.56,22.218,1011.28,11.27
18.86111111,0.56,23.5382,1010.99,11.27
18.66666667,0.56,19.8996,1010.93,11.3988
17.82222222,0.56,17.5007,1010.7,11.27
17.8,0.59,17.6939,1010.52,11.27
17.35,0.57,19.5615,1010.69,11.3988
16.06666667,0.67,21.8155,1010.86,11.2056
14.93333333,0.73,17.2753,1011.14,11.2056
13.92222222,0.78,11.7691,1011.64,11.2861
12.75555556,0.84,11.0446,1012.02,11.0768
12.75555556,0.84,11.0607,1012.21,15.6975
12.37222222,0.86,7.2933,1012.33,14.8764
11.18333333,0.93,6.923,1012.6,15.8263
11.66666667,0.9,11.1734,1012.8,15.8263
8.977777778,0.95,10.3201,1012.66,6.8425
10.57777778,0.93,11.1734,1012.32,14.9086
10.53333333,0.89,14.007,1012.33,14.9086
10.58888889,0.87,7.2933,1012.55,14.168
9.983333333,0.89,6.7298,1012.71,15.8263
11.02222222,0.86,7.889,1013.01,9.982
13.53888889,0.75,11.8657,1013.23,9.982
13.88888889,0.68,20.0123,1013.31,11.2056
15.0,0.67,17.5812,1013.4,11.2056
17.18333333,0.57,15.9551,1013.27,11.4471
16.2,0.62,16.3093,1013.02,11.27
17.75,0.56,17.7744,1013.03,11.2056
18.40555556,0.54,19.0785,1012.55,15.3594
17.82222222,0.59,17.5973,1012.03,11.27
17.31111111,0.57,20.3343,1011.81,11.27
17.50555556,0.55,13.7172,1011.33,11.4471
17.26666667,0.54,14.3773,1011.2,9.982
15.13888889,0.61,10.8997,1011.5,9.982
13.25,0.69,4.7173,1011.76,9.982
12.29444444,0.72,4.669,1012.01,9.982
10.7,0.79,3.5742,1012.31,15.8263
9.855555556,0.85,5.7477,1012.51,14.9569
9.522222222,0.88,11.27,1012.52,11.9784
8.405555556,0.92,3.1234,1012.61,11.9784
13.01111111,0.82,9.6278,1011.27,14.9569
7.733333333,0.96,3.4293,1012.54,4.2987
6.138888889,0.96,3.3488,1012.44,4.1216
6.472222222,0.95,2.9946,1012.62,4.7656
6.627777778,0.96,3.3005,1012.75,2.9302
8.688888889,0.93,1.4329,1012.96,5.8443
11.99444444,0.81,2.415,1013.38,9.6117
13.76666667,0.78,4.1538,1013.14,9.6761
15.08888889,0.77,7.3738,1013.33,9.9015
16.45555556,0.68,7.8085,1013.56,11.0768
17.31111111,0.62,7.3738,1013.61,11.27
17.87222222,0.64,8.372,1013.11,11.27
19.03888889,0.47,7.0679,1012.69,11.4471
18.97777778,0.51,10.8675,1012.2,11.27
19.00555556,0.55,4.8139,1011.7,11.2056
19.01111111,0.53,4.7978,1011.4,11.3988
17.86666667,0.64,10.9319,1011.32,11.2056
17.26666667,0.62,10.8514,1011.23,9.982
16.18888889,0.61,5.0876,1011.5,10.3523
14.88333333,0.72,9.177,1012.05,9.982
14.32777778,0.75,10.9319,1012.15,15.8263
14.51111111,0.75,6.3756,1012.09,14.9569
14.37222222,0.75,6.5366,1011.83,15.8263
14.87777778,0.72,14.2163,1011.45,15.8263
10.40555556,0.92,3.6064,1012.05,2.0125
12.82222222,0.83,8.4364,1011.18,11.2056
12.8,0.85,14.4256,1010.07,14.9086
12.82777778,0.86,13.8943,1009.83,14.168
12.26666667,0.85,15.778,1009.8,11.2056
12.26666667,0.85,15.5848,1009.99,11.27
12.18333333,0.82,12.3809,1010.21,11.0768
12.17222222,0.8,20.3826,1010.41,11.27
12.71111111,0.83,22.0892,1010.33,11.27
15.60555556,0.78,22.3468,1010.43,10.3523
16.02222222,0.78,18.0642,1010.29,11.2056
17.2,0.67,17.6456,1010.1,11.2056
17.21666667,0.71,14.0875,1009.96,11.0285
17.82777778,0.69,13.4113,1009.86,11.2056
17.82777778,0.69,14.6188,1009.47,11.2056
17.73333333,0.69,9.2414,1009.63,11.0285
16.27222222,0.71,23.0713,1009.39,11.2056
13.16666667,0.93,3.7674,1011.07,5.2164
13.25555556,0.93,3.1395,1011.23,8.05
13.01111111,0.93,10.3362,1011.35,9.982
12.45555556,0.91,5.796,1011.67,14.9086
12.48888889,0.9,9.8854,1011.76,14.5866
9.555555556,0.8,6.4883,1015.68,15.8263
10.62222222,0.79,14.0231,1015.41,15.8263
8.722222222,0.93,4.5724,1014.98,11.3988
10.53333333,0.77,10.7709,1015.18,15.8263
9.444444444,0.83,6.5366,1014.7,15.8263
9.888888889,0.83,6.0858,1014.64,14.9569
10.36666667,0.78,10.7065,1014.31,15.8263
8.888888889,0.89,10.4972,1014.63,11.2056
9.977777778,0.84,8.0017,1014.82,11.0285
12.2,0.73,2.4633,1014.82,9.982
13.96111111,0.67,9.3058,1015.0,9.982
14.94444444,0.67,7.1645,1014.9,10.3523
16.18333333,0.71,11.753,1014.35,9.982
16.36666667,0.61,7.1323,1014.51,11.27
17.37222222,0.57,3.6225,1014.32,11.4471
17.67222222,0.51,1.7549,1013.93,11.27
17.72222222,0.53,8.6779,1013.45,11.27
16.23888889,0.61,2.8336,1013.43,11.3988
14.06666667,0.71,9.2414,1013.58,11.2056
13.95555556,0.76,7.4221,1013.24,11.2056
12.28888889,0.8,3.542,1013.7,11.0285
10.02222222,0.86,3.1073,1014.14,9.9015
9.377777778,0.86,6.44,1014.34,15.6009
9.416666667,0.9,4.6046,1014.6,14.7154
11.82777778,0.92,3.0268,1011.68,15.8263
10.76111111,0.91,5.1681,1011.98,0.6118
12.15555556,0.95,2.8497,1015.64,3.6386
9.672222222,0.94,5.7155,1012.26,0.6118
8.15,0.94,6.762,1012.63,0.6118
10.2,0.95,5.6189,1012.62,1.1109
10.11666667,0.99,2.254,1012.85,0.5152
10.16111111,0.99,0.3381,1013.61,0.4347
11.24444444,0.98,2.7531,1013.9,0.6923
12.24444444,0.99,2.254,1014.31,2.2057
13.91111111,0.92,8.0983,1014.43,4.2021
15.61666667,0.82,2.2862,1014.73,6.3112
15.07222222,0.86,3.2844,1014.92,6.3434
15.07222222,0.82,7.5992,1014.73,8.1949
14.26666667,0.87,10.5616,1014.92,6.8908
16.01666667,0.81,6.6654,1014.76,7.2772
15.02777778,0.86,7.7119,1014.37,7.2772
13.94444444,0.89,7.2772,1014.83,6.3112
12.91666667,0.95,11.4793,1015.11,4.7495
12.89444444,0.95,5.2808,1015.14,5.2164
12.4,0.98,2.3506,1015.5,5.8282
12.26666667,0.99,8.05,1015.76,6.1985
12.22222222,0.96,6.1985,1016.35,6.1985
11.25,0.96,2.7692,1016.38,3.8318
11.52777778,0.96,3.1556,1016.43,4.508
11.53888889,0.96,5.9892,1016.56,3.1234
9.438888889,0.96,5.9731,1017.23,1.8032
11.43888889,0.96,6.279,1016.17,3.8801
11.39444444,0.96,6.44,1016.25,3.864
11.52777778,0.96,6.4239,1016.13,3.2522
11.95,0.93,4.83,1016.17,0.644
11.97222222,1.0,9.66,1016.45,1.2558
12.63333333,0.96,7.6636,1016.94,2.3506
12.75555556,0.96,7.9695,1017.06,4.025
13.84444444,0.9,7.9212,1017.45,4.4919
13.17222222,0.94,10.3845,1017.77,6.2629
15.06666667,0.86,8.1466,1017.73,6.1985
17.24444444,0.75,7.1645,1017.53,11.27
16.31666667,0.76,13.3469,1017.31,11.0285
17.38333333,0.74,13.6206,1016.82,11.27
15.27222222,0.76,8.2754,1016.6,11.27
17.45555556,0.72,5.2808,1016.39,11.0768
16.22222222,0.77,11.1573,1016.33,11.27
15.08333333,0.82,3.6869,1016.52,11.27
13.99444444,0.88,1.1431,1016.81,9.6278
12.17222222,0.92,0.6601,1017.34,8.1305
11.08888889,0.95,4.8461,1017.54,1.0626
11.09444444,0.95,3.381,1017.43,1.7871
9.883333333,0.96,3.3649,1017.65,1.0626
9.355555556,0.96,6.4239,1017.56,3.3649
9.861111111,0.96,3.2361,1016.16,4.4597
8.272222222,0.99,3.3166,1017.16,1.9159
8.866666667,0.96,2.6243,1017.15,1.7549
8.816666667,0.96,3.9445,1017.28,2.3667
7.155555556,1.0,1.8515,1017.15,0.2898
8.85,0.99,3.4776,1017.36,1.7549
11.17777778,0.93,2.8819,1017.7,2.5599
12.38888889,0.98,3.4293,1017.72,6.2951
14.14444444,0.88,4.8783,1017.82,9.982
17.1,0.72,3.059,1017.77,11.0768
18.93888889,0.64,4.2021,1017.3,11.27
17.91666667,0.68,4.0894,1016.9,11.27
19.98333333,0.53,1.2236,1016.4,11.1412
20.07222222,0.62,9.0643,1015.9,11.27
20.07222222,0.56,9.4829,1015.29,11.27
20.08333333,0.58,7.4865,1014.9,11.3988
19.08888889,0.63,9.1287,1014.68,11.2056
17.45,0.62,7.567,1014.78,11.2056
15.56666667,0.74,0.5152,1015.04,9.982
12.49444444,0.91,3.9445,1015.51,9.982
12.24444444,0.89,1.5295,1015.72,15.8263
11.41666667,0.92,2.9624,1015.79,14.9569
10.55555556,0.95,6.0375,1015.83,14.812
10.46666667,0.93,3.0751,1015.95,9.8049
10.25,0.95,5.2969,1017.13,4.7495
9.355555556,0.96,1.5295,1015.82,4.025
8.311111111,0.96,3.22,1015.82,2.0286
8.811111111,0.96,3.3971,1015.89,1.7388
8.733333333,0.93,6.3434,1015.83,0.7889
11.93333333,0.93,11.27,1016.12,9.8049
14.51666667,0.84,1.7066,1016.23,9.5473
18.73333333,0.68,3.22,1016.23,9.982
20.02777778,0.6,7.245,1016.38,9.982
21.03888889,0.55,6.4883,1016.66,10.0303
20.73888889,0.46,6.5044,1016.58,15.8746
22.31666667,0.48,7.5348,1016.27,11.27
22.11111111,0.5,6.4561,1015.96,11.4471
22.73333333,0.38,1.0143,1015.34,10.0464
22.77777778,0.37,5.1842,1014.7,10.0464
21.21666667,0.41,7.2772,1015.2,11.4471
20.18333333,0.45,1.4812,1014.87,10.0464
18.01111111,0.68,0.322,1014.78,9.982
17.42222222,0.65,0.5313,1015.54,9.982
13.96111111,0.82,0.0,1016.01,9.982
13.28888889,0.89,2.8819,1016.52,15.8263
12.32222222,0.89,2.4794,1016.96,9.982
11.11666667,0.95,3.1717,1017.04,6.2951
10.53333333,0.95,11.27,1017.33,6.2951
12.38333333,0.8,4.6207,1019.59,14.168
9.861111111,0.96,3.0751,1017.25,3.8318
8.872222222,0.95,1.5295,1017.42,3.3649
8.672222222,0.94,3.6386,1017.74,4.2826
7.688888889,1.0,0.0,1018.13,0.7406
10.91111111,0.99,1.61,1018.62,4.1216
14.83888889,0.82,2.6565,1019.08,8.3398
18.8,0.65,1.5295,1019.11,9.982
21.09444444,0.49,4.8783,1019.5,9.982
22.02777778,0.49,4.2826,1019.86,11.0285
22.82777778,0.47,3.6225,1019.79,11.2056
22.91666667,0.37,4.5563,1019.47,9.982
23.91666667,0.37,6.2951,1019.25,10.3523
23.91111111,0.4,2.5599,1018.89,9.982
23.93333333,0.37,4.347,1018.6,9.982
23.91666667,0.32,1.1753,1018.67,10.3523
22.82222222,0.44,3.1234,1018.59,9.982
21.22777778,0.48,0.4025,1018.67,9.982
19.07777778,0.51,2.6887,1019.22,9.982
17.06111111,0.63,1.5778,1019.88,9.982
14.90555556,0.72,3.7513,1019.91,15.8263
13.08333333,0.87,3.4132,1020.02,14.9569
12.71111111,0.89,3.2522,1020.11,15.8263
12.12777778,0.89,3.1717,1020.12,14.9086
11.81111111,0.84,4.991,1018.38,14.9569
12.01666667,0.8,6.2629,1019.91,14.9086
12.04444444,0.8,6.4239,1020.03,14.812
10.62777778,0.86,9.7083,1020.39,14.0875
9.911111111,0.99,9.1448,1020.6,6.118
12.55555556,0.9,7.7441,1020.81,9.9015
15.00555556,0.78,8.7584,1021.01,9.9015
17.33888889,0.74,12.1877,1020.94,9.982
19.1,0.67,12.6224,1020.66,9.982
21.26111111,0.57,9.9176,1020.53,10.3523
22.41111111,0.54,11.4471,1020.16,11.2056
22.93888889,0.5,8.5491,1019.95,11.2056
23.92777778,0.47,11.3022,1019.43,11.3988
23.96111111,0.47,8.3076,1018.97,9.982
23.96111111,0.38,8.5813,1018.28,9.982
23.11111111,0.42,10.7065,1017.97,10.3523
22.82222222,0.44,12.4936,1017.68,9.982
21.11111111,0.47,5.2164,1017.89,9.982
18.18888889,0.58,4.8622,1017.96,10.3523
16.01666667,0.72,4.6046,1018.31,9.982
15.46666667,0.72,6.44,1018.6,15.8263
14.60555556,0.76,6.7459,1018.65,14.9569
13.31111111,0.82,3.542,1018.44,15.8263
12.73333333,0.83,3.0751,1018.23,15.8263
13.78888889,0.77,6.0858,1014.58,14.9569
10.57777778,0.88,6.44,1018.11,15.8263
10.48333333,0.92,3.22,1017.73,15.4721
10.28888889,0.91,3.7513,1017.7,14.8764
9.972222222,0.92,1.5617,1017.62,10.9802
13.63888889,0.9,2.7048,1017.54,9.8049
16.73888889,0.74,7.245,1017.7,10.3523
18.83888889,0.65,3.4132,1017.78,9.982
21.16111111,0.59,4.6046,1017.3,9.982
22.58888889,0.53,4.4275,1017.19,10.4006
22.89444444,0.48,7.6636,1016.68,11.27
24.00555556,0.47,9.66,1016.08,11.2056
24.00555556,0.35,8.0017,1015.62,11.3988
23.97777778,0.44,9.2897,1014.86,11.2056
25.04444444,0.32,3.5903,1013.97,11.2056
24.07777778,0.35,4.9588,1013.39,10.3523
22.38333333,0.45,9.4829,1013.18,9.982
21.20555556,0.52,3.6869,1013.21,9.982
18.26111111,0.62,6.2146,1013.75,10.3523
17.2,0.67,14.49,1014.13,9.982
15.99444444,0.75,3.1073,1014.13,9.982
15.96111111,0.79,12.2843,1014.06,11.9301
15.44444444,0.72,13.846,1013.92,15.8263
14.37222222,0.75,10.9963,1013.82,15.8263
13.60555556,0.9,9.982,1012.67,12.0428
12.82222222,0.82,6.2468,1013.04,15.8263
12.75,0.83,3.3488,1013.03,15.8263
11.41666667,0.92,6.2307,1012.98,15.2628
12.33333333,0.86,2.4633,1012.83,9.982
14.90555556,0.78,10.2879,1013.03,9.982
15.89444444,0.74,10.2879,1013.13,9.982
17.22777778,0.72,12.0589,1013.13,9.982
17.82777778,0.73,7.4704,1013.1,9.982
17.91666667,0.72,10.0947,1013.17,9.982
19.05555556,0.67,9.0965,1013.0,9.982
20.14444444,0.67,7.5187,1012.69,9.982
20.26111111,0.62,3.8962,1012.54,9.982
21.20555556,0.62,4.6368,1011.87,9.982
21.25555556,0.67,4.8944,1011.19,9.982
20.23333333,0.66,7.2128,1011.17,9.982
19.07777778,0.71,7.6475,1011.08,9.982
17.94444444,0.77,10.5777,1011.28,9.982
15.49444444,0.82,20.608,1012.08,11.0285
14.14444444,0.89,8.4364,1012.64,9.9015
14.53888889,0.86,11.0768,1012.79,11.8979
14.13888889,0.86,3.6708,1012.79,11.6886
13.4,0.9,3.5098,1012.56,11.9784
13.42777778,0.9,3.3488,1012.8,11.9784
11.58888889,0.74,5.474,1009.9,14.9569
14.42222222,0.83,10.7709,1011.91,14.9086
13.91666667,0.86,10.6904,1011.72,14.812
13.4,0.9,10.3201,1011.51,14.0875
13.86666667,0.9,7.9373,1011.51,9.9015
14.90555556,0.84,11.27,1011.6,9.7566
15.93333333,0.74,10.6743,1011.59,9.4346
17.12777778,0.65,19.8996,1011.41,9.9015
18.75,0.58,19.4166,1011.2,9.9015
18.96111111,0.6,17.0499,1011.25,9.982
19.99444444,0.54,16.8728,1010.98,10.0464
21.11111111,0.5,17.3397,1010.48,10.0464
21.09444444,0.46,21.9604,1010.24,10.4006
21.17777778,0.43,19.8191,1009.55,10.0464
21.22777778,0.41,16.4703,1009.04,11.27
20.1,0.45,13.7977,1008.55,11.4471
19.02777778,0.51,9.7888,1008.17,11.27
17.85,0.59,14.0553,1008.46,11.2056
16.26111111,0.66,11.2861,1008.94,9.9015
14.98333333,0.72,13.9426,1009.55,11.27
14.46666667,0.65,11.0285,1009.57,14.812
13.94444444,0.6,10.8031,1009.53,14.9569
12.31666667,0.65,11.1734,1009.56,15.8263
11.76111111,0.66,10.8997,1009.47,15.8263
10.82777778,0.62,13.1859,1011.18,14.9569
10.13888889,0.73,10.948,1009.25,15.8263
10.62777778,0.71,11.109,1008.87,14.9086
10.60555556,0.69,13.524,1008.82,14.9569
10.07222222,0.71,15.5848,1008.84,9.982
11.16111111,0.71,21.5257,1009.07,9.982
12.88888889,0.67,22.9586,1009.23,10.3523
15.05,0.6,26.4845,1009.25,11.2056
16.27222222,0.56,23.3611,1009.76,10.3523
18.85555556,0.41,25.7439,1009.01,10.3523
17.98888889,0.43,26.3557,1008.83,9.982
17.96111111,0.51,25.0516,1008.43,9.982
17.36111111,0.47,25.5668,1008.7,10.3523
16.25,0.52,23.3289,1009.03,9.982
14.12222222,0.47,20.0284,1009.42,9.982
12.95,0.55,14.9569,1010.18,10.3523
12.24444444,0.52,22.9425,1010.85,9.982
11.68888889,0.57,19.6581,1011.08,15.8263
11.15555556,0.59,20.7368,1011.22,14.9569
9.216666667,0.9,5.8443,1014.24,14.6349
8.683333333,0.9,5.2486,1014.73,11.6725
9.188888889,0.77,12.3165,1013.46,14.9569
8.594444444,0.93,6.2951,1014.81,11.6725
7.505555556,0.93,1.8515,1014.35,9.6761
6.216666667,0.95,9.6761,1014.42,9.6922
5.855555556,0.93,0.4347,1014.35,0.4669
5.933333333,1.0,0.1449,1014.55,5.8443
10.40555556,1.0,0.7245,1014.91,5.3935
12.54444444,0.78,7.2611,1014.44,9.5312
13.86111111,0.77,3.8801,1014.52,11.1251
15.97777778,0.63,4.669,1014.75,11.3988
17.26666667,0.57,5.474,1014.41,11.27
17.84444444,0.5,2.6726,1014.02,11.27
16.42777778,0.54,3.9928,1013.55,10.8997
17.77777778,0.46,1.6744,1013.02,11.27
17.84444444,0.45,4.4275,1011.95,11.27
17.3,0.5,5.6672,1012.11,11.3988
15.18333333,0.65,12.7351,1012.13,11.2056
13.00555556,0.7,3.7191,1012.52,15.8263
12.69444444,0.74,7.9373,1013.08,9.982
12.19444444,0.72,9.7083,1013.35,9.982
12.08333333,0.71,16.9855,1013.19,15.8263
10.61666667,0.74,10.8514,1013.54,14.9569
11.6,0.57,16.9855,1011.68,15.8263
11.02222222,0.6,16.9211,1011.79,15.8263
11.88888889,0.6,15.939,1013.76,14.9569
10.41666667,0.64,16.6474,1011.39,15.8263
10.3,0.67,13.3952,1011.42,15.8263
9.483333333,0.72,13.3791,1011.65,14.9569
9.772222222,0.68,12.8317,1011.83,9.982
10.93333333,0.67,11.1412,1012.42,9.982
11.65555556,0.66,7.1806,1012.96,15.3111
13.93888889,0.55,21.5579,1012.97,9.982
15.02777778,0.54,17.3075,1013.36,9.982
16.03888889,0.47,24.5203,1013.41,11.4471
15.22777778,0.51,20.3665,1013.34,11.2056
16.20555556,0.44,14.4417,1013.62,11.2056
17.3,0.43,18.0159,1013.28,11.3988
17.77777778,0.43,15.8263,1012.98,11.2056
17.8,0.38,17.2431,1012.5,11.2056
17.26111111,0.39,16.8728,1012.61,11.3988
17.2,0.38,15.3111,1012.88,11.2056
15.02222222,0.45,20.9139,1012.98,9.982
13.92777778,0.47,13.3469,1013.73,10.3523
12.36666667,0.57,9.4346,1014.17,9.982
12.29444444,0.59,6.7781,1014.46,15.8263
12.78888889,0.56,14.4095,1014.45,15.3111
9.533333333,0.76,7.084,1013.49,15.8263
9.972222222,0.71,14.4256,1013.41,15.8263
4.911111111,0.91,1.0143,1015.4,3.4454
7.916666667,0.78,11.6725,1013.19,15.8263
7.383333333,0.82,14.6188,1012.8,15.8263
7.972222222,0.82,11.8496,1013.1,14.8764
8.816666667,0.84,14.49,1013.14,10.948
8.794444444,0.84,23.3289,1013.64,10.948
7.8,0.96,22.7815,1014.48,7.9695
7.822222222,0.95,14.2163,1014.97,6.118
7.944444444,0.95,9.7727,1015.66,10.0625
8.077777778,0.94,15.778,1015.89,11.27
10.22777778,0.81,11.3183,1015.69,11.27
