name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2024-02-05,22.5,17.2,19.5,22.5,17.2,19.5,14.4,73.2,0.019,100,8.33,rain,0,0,35.3,16.6,184.2,1007.1,87.9,15.2,0,0,0,10,2024-02-05T06:37:28,2024-02-05T20:30:08,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-06,20.7,15.7,17.9,20.7,15.7,17.9,8.2,53.5,0.974,100,4.17,rain,0,0,26.6,17.2,172.2,1018.2,37.4,17.1,0,0,0,10,2024-02-06T06:38:36,2024-02-06T20:29:09,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-07,21.9,12.2,17.6,21.9,12.2,17.6,10.4,64.1,0.178,100,4.17,rain,0,0,27.4,18.8,179.6,1023.7,14.6,17.3,0,0,0,10,2024-02-07T06:39:45,2024-02-07T20:28:09,0.9,Rain,Clear conditions throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-08,21.8,14.5,18.2,21.8,14.5,18.2,12.7,70.8,0,0,0,,0,0,30.6,17.3,182.7,1025,19.2,16.7,0,0,0,10,2024-02-08T06:40:52,2024-02-08T20:27:08,0.94,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-09,20.8,17,18.9,20.8,17,18.9,13.1,69.4,0,0,0,rain,0,0,27.7,18.7,184.5,1025.5,60.8,17.3,0,0,0,10,2024-02-09T06:42:00,2024-02-09T20:26:05,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-10,26.3,15,20.1,26.3,15,20.1,12.9,64.3,0,0,0,rain,0,0,25.9,14.6,181.1,1023.7,31.8,15.6,0,0,0,10,2024-02-10T06:43:08,2024-02-10T20:25:01,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-11,33,17.4,24.2,32.2,17.4,24.1,15.1,60.2,0,0,0,,0,0,48.2,24.3,348.7,1017.7,4.3,17.4,0,0,0,10,2024-02-11T06:44:15,2024-02-11T20:23:55,0.04,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-12,35.5,18.8,24.7,35.1,18.8,24.7,16.2,62.9,0,0,0,,0,0,48.2,24.6,319.8,1013.7,3.8,19.6,0,0,0,10,2024-02-12T06:45:22,2024-02-12T20:22:48,0.07,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-13,35.2,19.5,25.4,35.6,19.5,25.4,15.3,56.5,1.044,100,8.33,rain,0,0,60.5,30.2,347.2,1006.5,28.3,17.3,16.5,1.4,1,30,2024-02-13T06:46:29,2024-02-13T20:21:40,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"D6954,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-02-14,19.3,14.4,17,19.3,14.4,17,7.9,55.6,0,0,0,rain,0,0,33.8,17,217.4,1016.5,40.1,19.1,180.5,15.4,10,10,2024-02-14T06:47:35,2024-02-14T20:20:31,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2024-02-15,20.3,12.2,16.6,20.3,12.2,16.6,7.9,57.1,0.052,100,4.17,rain,0,0,23,18,171.5,1021.9,61.9,18,293.7,25.2,9,10,2024-02-15T06:48:42,2024-02-15T20:19:20,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-16,21.8,12.9,17.7,21.8,12.9,17.7,11.8,69,0,0,0,,0,0,20.2,18.7,181.7,1022.2,34.6,17.4,265.7,22.9,10,10,2024-02-16T06:49:48,2024-02-16T20:18:09,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-02-17,22.4,14.2,18.5,22.4,14.2,18.5,13.9,75.9,0,0,0,,0,0,19.1,16.3,187.4,1021.7,55.7,16,246.6,21.3,10,10,2024-02-17T06:50:53,2024-02-17T20:16:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-18,21.4,15.5,18.7,21.4,15.5,18.7,13,69.9,0,0,0,,0,0,24.1,16.9,177.9,1021.1,52.5,17.9,241.4,20.7,9,10,2024-02-18T06:51:59,2024-02-18T20:15:42,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-19,21.8,17.1,19,21.8,17.1,19,12.8,67.6,0,0,0,,0,0,22.7,18.5,178.5,1020.2,58.6,16.7,260.7,22.4,9,10,2024-02-19T06:53:04,2024-02-19T20:14:27,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-20,28,16.3,22,28.5,16.3,22.1,16.1,70.4,0,0,0,,0,0,21.6,14.8,219.2,1015.1,84.5,18.2,265.5,23,9,10,2024-02-20T06:54:08,2024-02-20T20:13:11,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-21,33.6,19.6,26.7,32.6,19.6,26.3,15.1,53.7,0.026,100,4.17,rain,0,0,45.7,20.1,6,1012.6,64.6,18.8,275.7,23.8,9,10,2024-02-21T06:55:12,2024-02-21T20:11:54,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-22,35.6,20.1,26.5,36,20.1,26.5,15.1,52.6,0,0,0,rain,0,0,56.5,29.8,359.8,1006.8,61.9,17,226.1,19.3,9,10,2024-02-22T06:56:16,2024-02-22T20:10:36,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-23,21.5,16.5,18.7,21.5,16.5,18.7,10.7,60.3,3.481,100,4.17,rain,0,0,30.2,17,201.2,1011.8,78.1,16.8,156.2,13.5,9,10,2024-02-23T06:57:20,2024-02-23T20:09:17,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-24,20.2,15.5,17.7,20.2,15.5,17.7,9.4,58.6,0,0,0,,0,0,28.4,16.9,186.9,1019.2,40.3,16,269.1,23.3,10,10,2024-02-24T06:58:23,2024-02-24T20:07:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-02-25,30.6,11.7,20.1,29.1,11.7,19.8,11.1,61.8,0.002,100,4.17,rain,0,0,37.8,17.2,319.7,1014.8,56.1,17.6,239.8,20.7,9,10,2024-02-25T06:59:26,2024-02-25T20:06:37,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-26,20,15.6,18.2,20,15.6,18.2,11.4,65.4,0.019,100,4.17,rain,0,0,23.8,20.1,181.1,1018.4,92.8,15.8,228.5,19.8,9,10,2024-02-26T07:00:29,2024-02-26T20:05:15,0.55,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-27,27.5,12.9,19.6,27.7,12.9,19.7,13.1,67.5,0,0,0,,0,0,22,11.6,248.6,1014.3,29.8,16,263.8,22.8,9,10,2024-02-27T07:01:31,2024-02-27T20:03:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2024-02-28,36.1,18.4,26.4,35.2,18.4,26.1,13.8,50.2,0,0,0,,0,0,59.4,24.7,8.5,1009.3,43.9,14.9,120.3,10.4,6,10,2024-02-28T07:02:33,2024-02-28T20:02:30,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-02-29,24.6,18.1,20.6,24.6,18.1,20.6,14.4,67.9,0,0,0,,0,0,24.8,16.2,214.4,1013.2,71.6,15.6,194.2,16.8,10,10,2024-02-29T07:03:34,2024-02-29T20:01:06,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,C9254,95874099999,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-03-01,26.8,14.3,19.5,27.1,14.3,19.5,13.3,68.7,0,0,0,,0,0,25.2,18.8,195.1,1014.1,55.9,16.7,265.2,22.8,10,10,2024-03-01T07:04:36,2024-03-01T19:59:42,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-02,20.2,15.1,17.9,20.2,15.1,17.9,10.7,63.6,0,0,0,rain,0,0,23.4,18.9,196.8,1017.5,49.2,18.3,201.4,17.4,9,10,2024-03-02T07:05:36,2024-03-02T19:58:17,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,YMML,94864099999"
melbourne,2024-03-03,20.7,12.7,16.2,20.7,12.7,16.2,8.6,61,0.014,100,4.17,rain,0,0,31.3,21.1,207.3,1019.6,50.4,17.2,128.3,11.1,6,10,2024-03-03T07:06:37,2024-03-03T19:56:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-04,20.2,13.1,16.8,20.2,13.1,16.8,8.2,57.1,0,0,0,,0,0,26.6,18.1,175.9,1022.9,26.9,15.6,246,21.2,9,10,2024-03-04T07:07:37,2024-03-04T19:55:25,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-05,31.2,11.8,21,29.4,11.8,20.5,9.3,54.3,0,0,0,,0,0,29.5,18.9,359.8,1017.5,47,15.7,256,22,9,10,2024-03-05T07:08:37,2024-03-05T19:53:58,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-03-06,25.4,15.4,20.1,25.4,15.4,20.1,12.1,61.9,0,0,0,,0,0,24.1,18.5,194.2,1017.2,52.7,16,203.4,17.7,9,10,2024-03-06T07:09:37,2024-03-06T19:52:31,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-07,21.7,15.5,18.8,21.7,15.5,18.8,12.2,66,0,0,0,rain,0,0,24.8,18.7,177.8,1023.9,52.4,15.2,254.5,22.1,9,10,2024-03-07T07:10:36,2024-03-07T19:51:03,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-08,25.6,14,19.6,25.6,14,19.6,14.6,73.9,0,0,0,,0,0,20.2,14.9,216.4,1021.5,31.9,14.3,241.1,20.8,8,10,2024-03-08T07:11:35,2024-03-08T19:49:35,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-03-09,37,17,27.4,37.3,17,27.1,15.3,56,0,0,0,,0,0,52.2,28.3,1.7,1017.7,7.9,16.8,229.6,19.6,8,10,2024-03-09T07:12:33,2024-03-09T19:48:06,0.96,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-10,36.7,26,31.3,35.6,26,30.4,12.2,31.9,0,0,0,,0,0,53.3,24.2,359.2,1020.6,40.5,19.3,232.9,19.9,8,10,2024-03-10T07:13:32,2024-03-10T19:46:37,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-11,34.6,20.9,27.9,32.9,20.9,27.1,13.5,47.3,0,0,0,,0,0,43.9,22.4,354.1,1019.5,82.7,19.3,215.3,18.7,9,10,2024-03-11T07:14:30,2024-03-11T19:45:07,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-12,28.2,18.5,22.2,27.4,18.5,22.1,14.2,63,0,0,0,,0,0,43.9,14.9,202.5,1017.6,77.1,16,70.9,6.1,3,10,2024-03-12T07:15:27,2024-03-12T19:43:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
